id|content|labels
Indesit_W_128_X__Opinion_2092395|producto bueno medida típico carga frontal prenda delicado lavadora tradicional sistema anti eficiencia energético|3
Indesit_W_128_X__Opinion_2129333|carga frontal lavadora sencillo ropa delicado agua frío ropa perfecto color oscuro|3
Indesit_W_41__Opinion_980822|trabajo impresionante|4
Indesit_W_53__Opinion_750881|electrodoméstico bueno modelo electrónico precio razonable carga frontal sistema antiarruga lavadora solo|5
Indesit_W_53__Opinion_786452|condición penoso lavadora solo carga superior progrmas solo agua fria agua caliente lavadora normal lavadora automatica|3
Indesit_W_53__Opinion_852670|ropa limpio lavado delicado|5
Indesit_W_63_SP__Opinion_1172355|lavadora regular lavadora común|2
Indesit_W_6521__Opinion_1403828|piel oscuro resto anterior cosita seco temperatura bajo servicio técnico cosita oscuro temperatura maxima cosa igual lavadora nuevo|1
Indesit_W_6521__Opinion_1699691|ex distribuidor servicio tectico|1
Indesit_W_84_X_XS__Opinion_1088965|rendimiento energético velocidad máximo termóstato ajustable comienzo auto intensidad ajustable|5
Indesit_W_84_X_XS__Opinion_959262|rendimiento energético velocidad máximo termóstato ajustable comienzo auto intensidad ajustable|5
Indesit_W_93__Opinion_1180152|movia muchisimo servicio tecnico|3
Indesit_W_93__Opinion_1186330|servico tecnico|2
Indesit_W_93__Opinion_1231534| |1
Indesit_W_93__Opinion_1473197|mas minimo servicio tecnico servicio tecnico ropa limpio mas minimo servicio tecnico vino rapido servicio tecnico ropa limpio|4
Indesit_W_93__Opinion_986159|ruído infernal herramienta especial tarea delicado llave especial llave especial servicio técnico servicio técnico puerta entero día siguiente ruido raro programador semielectrónico vez loco vuelta solo punto justo servicio técnico rendimiento energético temperatura independiente prenda delicado acero inoxidable lavadora moderno lavadora electrónico cantidad exacto lavadora alemán|2
Indesit_W_9521__Opinion_1280574| |1
Indesit_Witxl_1051__Opinion_2084950|reparación salio mas cómodo marca italiano principal fabricante clase energético carga vertical planchado fácil parte superior|3
Indesit_Witxl_109__Opinion_2005416|carga máximo acero inoxidable carga vertical|3
Indesit_Wixxl_126__Opinion_1283510| |4
Indesit_Wixxl_146__Opinion_1284594|tiempo rápido día libre compañero fiel clasificación energético punto fundamental capacidad igual aparato nuevo ropa deportivo persona solo agua proporcional carga frontal carga superior agua caliente sistema bi-térmico agua independiente agua frío agua caliente agua caliente manera importante lavadora nuevo información necesario parte derecho piloto rojo parte izquierdo lavado especial agua frío enjuague mayor piloto rojo carga frontal eficiencia energético función principal lavado rápido ruido enorme|5
Jata_Mini_582_CS__Opinion_2134809|lavadora portátil compra inútil plan barato ropa seco ropa interior pantalon corto potencia costaria tapa transparente ropa pequeño mas práctico|4
LG_F10B8TDW__Opinion_2135490|día amig@s carga frontal eficiencia energético cuidado infantil lavado inteligente x alto|3
LG_F10B9QDW__Opinion_2139269|lavadora familiar carga máximo carga frontal ángulo llano acceso fácil velocidad máximo textil sintético prenda delicado lavado completo lavado rápido tipo anti grado centígrado agua tibio agua caliente grado centígrado eficiencia energético precio fantástico|5
LG_F1248QDP1__Opinion_1905875|i critero|5
LG_F1248QDP1__Opinion_1995745|mas asombroso|5
LG_F1256TD1__Opinion_2081182|panel frontal dial grande color blanco niño pequeño tambor grande lavado diferente algodón rápido aclarado rápido caso solo lavado completo puerta izquierdo|5
LG_F1273QD__Opinion_1983158|chico soltero lavado intensivo algodón rápido|5
LG_F1273QD__Opinion_2005563|servicio técnico carga frontal kilogramo ideal panel frontal selector giratorio lavadora económico clasificación energético grado centigrados lavado inteligente|4
LG_F1273TDP__Opinion_2006291|eficiencia energético familia numeroso tiempo restante|5
LG_F1273TDP__Opinion_2006317|consumo energético pantalla principal tiempo restante consumo energético|4
LG_F1280TDS__Opinion_2003250|eficiencia energético opción especial calidad equiparable lavado nocturno prenda sensible carga mixto ropa oscuro lavado silencioso opción especial bloqueo infantil compra perfecto|5
LG_F1280TDS__Opinion_2084256|carga mixto ropa oscuro lavado silencioso|5
LG_F1294TD__Opinion_2081592|tamaño normal sistema antiarruga lavadora normal|5
LG_F1294TD__Opinion_2136596|marca diferente jejej bueno tapa rectangular programa corto ropa limpio bloqueo infantil eficiencia energético|4
LG_F12B8QDW__Opinion_2143315|construcción independiente|4
LG_F12B8TDW__Opinion_2140529|condición bueno hogar medio rueda central panel superior velocidad seleccionable velocidad máximo función importante agua frío programa especial tejido sintético tejido mixto programa antiarruga portón abatible aspecto relevante eficiencia energético|5
LG_F1480FD6__Opinion_1993034|diseño bonito|5
LG_F_1290_QDW__Opinion_2140755|ropa limpio rueda central agua caliente programa especial prenda delicado lavado inteligente nivel bueno cajón extraíble manera nítido puerta central efecto técnico eficiencia energético precio razonable|5
LG_F_1495BD__Opinion_2092949|eficiencia energético accionamiento directo ruido molesto accionamiento directo movimiento variable objeto grande tela grueso pantalla digital tiempo restante sistema anti lavadora silencioso|4
LG_Lavadora_Steam_Direct_Drive_WS_14571_HD__Opinion_1189995|sistema mundial consumo energetico sistema tradicional ela lavador carga frontal parte inferior horno moderno velocidad máximo color disponible motibos floreles|5
LG_Lavadora_Steam_Direct_Drive_WS_14571_HD__Opinion_1464355|lavadora convncional colada gratis|5
LG_Lavadora_Steam_Direct_Drive_WS_14571_HD__Opinion_1733619| |5
LG_Lavadora_Steam_Direct_Drive_WS_14571_HD__Opinion_1846611|lavadora diario mando giratorio aspecto técnico apagado automático botón favorito forma instantáneo lavado tradicional movimiento giratorio elemento susceptible punto determinante garantía completo|5
LG_Lavarropas_WFT1205TP_12Kg__Opinion_1699137| |5
LG_Lavarropas_WFT1205TP_12Kg__Opinion_1735551|prenda delicado|4
LG_Lavarropas_WFT1205TP_12Kg__Opinion_1796089|cuestión obvio ayuda muchisimo estudio terciario|4
LG_Lavarropas_WFT1205TP_12Kg__Opinion_1868464|carga superior uso cotidiano formato agradable|5
LG_Lavarropas_WFT1205TP_12Kg__Opinion_1870092|hijo perfecto|5
LG_Lavarropas_WFT1205TP_12Kg__Opinion_2089967|programador electrónico manera inteligente carga superior programa diferente|5
LG_T_1001_TEPT__Opinion_1810552|panel digital secadora adicional panel digital|5
LG_WD_10112_FD__Opinion_1101339|ropa delicado|4
LG_WD_10112_FD__Opinion_969983|capacidad enorme ropa delicado lencería fino|5
LG_WD_10121_TD__Opinion_1186889|chapa suelto servicio ténico gama alto servicio técnico año ininterrumpido lavadora ideal modelo inferior precio real lavado inteligente cantidad necesario pantalla digital manera uniforme corriente eléctrico cuidado infantil programa especial bloqueo infantil posibilidad lógico aclarado caliente opción bio pantalla digital llenado excesivo gama alto|1
LG_WD_10121_TD__Opinion_1296719|cosa positivo seguro antiniño|5
LG_WD_10121_TD__Opinion_1383350|compra estupendo forma independiente tiempo exacto programa normal pastilla anticaloría agua dulce|5
LG_WD_10121_TD__Opinion_1410005|botón correspondiente lavadora mejor servicio técnico paso previo pared ajajaja pata delantero llave especial|3
LG_WD_10121_TD__Opinion_1430776|color gris|4
LG_WD_10121_TD__Opinion_1612416|servicio tecnico servicio tecnico|1
LG_WD_10130_F__Opinion_828266|mas fácil cosa grande sistema inteligente informacion adicional|5
LG_WD_10140T__Opinion_1180148|marca coreano calidad enegética centrifugado variable lavadora bueno|3
LG_WD_10140T__Opinion_1465273|niño pequeño amortiguación blando|3
LG_WD_10140T__Opinion_2083413|objeto eléctrico tamaño extra tambor extra lavadora convencional movimiento rotatorio manera uniforme rearranque automático corriente eléctrico ajuste correspondiente carga frontal cosa básico|5
LG_WD_10160_F__Opinion_1108639|prenda grande programa habitual algodon sintético prenda delicado aclarado intensivo display digital|5
LG_WD_10160_F__Opinion_1109481|mas caro centrifugado fabuloso carga frontal carga superior parte superior|4
LG_WD_10260_F__Opinion_1118407|programa rapido|5
LG_WD_10361_FD__Opinion_1161420|lavadra new-pol forma digital pajaro cuco|4
LG_WD_10391_TD__Opinion_1392422|lavadora silencioso electrodoméstico antiguo clasificación energético motor centrífugo pitido intermitente centrifugado silencioso lavadora semejante|5
LG_WD_10391_TD__Opinion_1664584| |5
LG_WD_10411_TB__Opinion_1280934|lavadora antiguo centrifugado débil minuto genial pantalla digital mancha proteínico agua caliente ropa delicado prenda delicado niño pequeño|4
LG_WD_10480T__Opinion_1485430|producto informático establecimiento vendedor lavado ruidoso máquina prehistorica idea claro servicio técnico futuro labroral centro comercial cosa muchísimo familia entero despersonalización total centro comercial sorpresa similar producto electrónico problema posterior|2
LG_WD_10480T__Opinion_1557883|ropa delicado lavado corto ropa normal agua frío lavado normal lavado normal aclarado intensivo precio justo opción mejor|5
LG_WD_10480T__Opinion_1707504|lavado rápido cuidado infantil ruido posible|4
LG_WD_10480T__Opinion_1713301|color gris producto xxxx xxxx xxxxxx x xxxxx x xxxxxxxx xxxx xx x xxx x xxxxx x xxxxx|5
LG_WD_10480T__Opinion_1792895|aclarado intensivo lavado rapido|5
LG_WD_10480T__Opinion_1839446|servicio tecnico servicio tecnico aviso urgente servicio tecnico precio abusivo servicio tecnico|1
LG_WD_10480T__Opinion_1951709|programa diferente carga frontal aclarado intenso sistema anti|5
LG_WD_10600_SD__Opinion_1771236|encimera pequeño programa normal display electrónico tiempo restante lavadora moderno nave espacial precio similar|5
LG_WD_10600_SD__Opinion_1811565|carga frontal clasificación energético alga rápido prenda delicado seleccion adicional aclarado intensivo aclarado caliente cuidado infantil extra caliente bloqueo infantil centrifugado variable sistema inteligente acero inoxidable|4
LG_WD_10600_SD__Opinion_1814632|servicio técnico|2
LG_WD_10600_SD__Opinion_1983825|contacto directo aparato igual|4
LG_WD_10600_SD__Opinion_1999696|mas resistente clasificación energético lavado inteligente lavado rápido color blanco capacidad máximo programa total lavado rápido aclarado intensivo aclarado caliente cuidado infantil extra caliente mas recomendable opción especial medida total centímetro alto diseño sencillo|4
LG_WD_10600_SD__Opinion_2001497|ropa grande|5
LG_WD_10600_SD__Opinion_2003458|marca coreano als típico lavadora tranquilo|4
LG_WD_10600_SD__Opinion_2083804|marca coreano cocina pequeño pantalla electrónico las lavadora centrifugado|4
LG_WD_10600_SD__Opinion_2088357|servicio técnico lavadora nuevo servicio técnico país tercermundista|1
LG_WD_10600_SD__Opinion_2124006|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
LG_WD_10600_SD__Opinion_2127846|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
LG_WD_10600_SD__Opinion_2143028|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
LG_WD_10700MDS__Opinion_1994866| |3
LG_WD_10700MD__Opinion_1770972|principal caracteristicas|3
LG_WD_10700MD__Opinion_1778813|carga frontal panel digital aclarado intensivo aclarado caliente cuidado infantil extra caliente bloqueo infantil agua necesario|3
LG_WD_10700MD__Opinion_1806525|tamaño medio color blanco ropa normal ropa delicado botón correspondiente cosa interesante cambio je dato técnico dato técnico eficiencia energético opción especial aclarado intensivo aclarado caliente cuidado infantil cuidado extracaliente bloqueo infantil lavado inteligente marca bueno|5
LG_WD_10700MD__Opinion_1806881|lavado inteligente lavado frecuente prenda deportivo tarifa eléctrico|5
LG_WD_10700MD__Opinion_1832036| |5
LG_WD_10700MD__Opinion_1848247| |5
LG_WD_10700MD__Opinion_1920173|lavadora automático diseño elegante acero inoxidable consumo energético contrapeso especial oído humano precio excelente saludo cordial|3
LG_WD_10700MD__Opinion_1943224| |4
LG_WD_10700MD__Opinion_1996824|clasificacion energetica|4
LG_WD_10700MD__Opinion_2002873|ropa genial ropa delicado traje caro delicadeza increible color blanco color blanco clasificacion energetica opción especial aclarado intensivo aclarado caliente cuidado infantil cuidado extracaliente bloqueo infantil potencia máximo lavado inteligente|5
LG_WD_10700MD__Opinion_2004595|modelo bueno|3
LG_WD_10700MD__Opinion_2024921| |4
LG_WD_10700MD__Opinion_2032394|ruido extraño|5
LG_WD_10700MD__Opinion_2081280|manejo sencillo mas fácil forma automático agua necesario señal sonoro ahorro energético centro comercial|3
LG_WD_10700MD__Opinion_2091868|programa solo ropa delicado programa rapido ropa fenomenal|5
LG_WD_10700MD__Opinion_2109894|servicio tecnico|4
LG_WD_10701MDS__Opinion_2092370|diseño general patio trasero ropa sucio lavadora antiguo motoneta pequeño fallo exterior motor interno|4
LG_WD_10721MDX__Opinion_1863820|ropa deportivo lavado rápido|5
LG_WD_1074_FB__Opinion_1025474|cosa negativo punto positivo lavado específico aclarado intensivo lavado rápido ropa blanco ropa delicado centrifugado fuerte prenda delicado ropa blanco ropa blanco salio limpio ropa blanco tarifa nocturno ropa cojo truco personal ropa limpio ropa limpio programa antiarruga aspecto exterior reloj digital|4
LG_WD_1074_FB__Opinion_1124480|clasificación energético ropa blanco temperatura seleccionable banda sonoro centímetro útil|3
